2025-08-06 15:34:52 | INFO | src.vector_store_manager:__init__:50 | Initialized Ollama embeddings with model: mxbai-embed-large
2025-08-06 15:34:52 | INFO | src.vector_store_manager:_initialize_chroma:75 | Initialized ChromaDB at vector_store
2025-08-06 15:34:52 | INFO | src.rag_engine:__init__:86 | RAG Engine initialized successfully
2025-08-06 15:34:52 | INFO | src.rag_engine:__init__:86 | RAG Engine initialized successfully
2025-08-06 15:34:52 | INFO | src.vector_store_manager:__init__:50 | Initialized Ollama embeddings with model: mxbai-embed-large
2025-08-06 15:34:52 | INFO | src.vector_store_manager:__init__:50 | Initialized Ollama embeddings with model: mxbai-embed-large
2025-08-06 15:34:52 | INFO | src.vector_store_manager:_initialize_chroma:75 | Initialized ChromaDB at vector_store
2025-08-06 15:34:52 | INFO | src.vector_store_manager:_initialize_chroma:75 | Initialized ChromaDB at vector_store
2025-08-06 15:34:56 | ERROR | src.vector_store_manager:check_embedding_model:238 | Embedding model check failed: Error raised by inference endpoint: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000223FFED3B30>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-08-06 15:34:56 | ERROR | src.vector_store_manager:check_embedding_model:238 | Embedding model check failed: Error raised by inference endpoint: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000223FFED3B30>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-08-06 15:51:11 | INFO | src.rag_engine:__init__:86 | RAG Engine initialized successfully
2025-08-06 15:51:21 | INFO | src.rag_engine:initialize_knowledge_base:412 | Initializing knowledge base...
2025-08-06 15:51:21 | INFO | src.document_processor:process_all_documents:156 | Found 2 documents to process
2025-08-06 15:51:21 | INFO | src.document_processor:process_single_document:88 | Processing document: Anglo-Mysore Wars- Sujatha kumari R.pdf
